entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
class,https://example.org/mod-sbd#Context,Context,Circumstances that shape programme and capability cybersecurity.,https://example.org/ontology/sora#OSORobustnessAssignment,OSORobustnessAssignment,A reified assignment connecting an OSO and SAIL context to the required robustness level.,1,0.042878,very low textual similarity,False
class,https://example.org/mod-sbd#Context,Context,Circumstances that shape programme and capability cybersecurity.,https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context.",2,0.041694,very low textual similarity,False
class,https://example.org/mod-sbd#Context,Context,Circumstances that shape programme and capability cybersecurity.,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,3,0.034985,very low textual similarity,False
class,https://example.org/mod-sbd#ContextualConcept,Contextual Concept,"A mission, context, objective, expectation or operational state needed to interpret SbD requirements.",https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,1,0.097648,very low textual similarity,False
class,https://example.org/mod-sbd#ContextualConcept,Contextual Concept,"A mission, context, objective, expectation or operational state needed to interpret SbD requirements.",https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.,2,0.066426,very low textual similarity,False
class,https://example.org/mod-sbd#ContextualConcept,Contextual Concept,"A mission, context, objective, expectation or operational state needed to interpret SbD requirements.",https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context.",3,0.05272,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.,1,0.061144,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.,2,0.051173,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",https://example.org/ontology/sora#Accreditation,Accreditation,A recognised accreditation used to support assurance.,3,0.043208,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousRiskManagement,Continuous Risk Management,"Maintain risk understanding and treatment as context, threats and technology change over time.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,1,0.08644,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousRiskManagement,Continuous Risk Management,"Maintain risk understanding and treatment as context, threats and technology change over time.",https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,2,0.068565,very low textual similarity,False
class,https://example.org/mod-sbd#ContinuousRiskManagement,Continuous Risk Management,"Maintain risk understanding and treatment as context, threats and technology change over time.",https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.,3,0.048328,very low textual similarity,False
class,https://example.org/mod-sbd#Contract,Contract,A contractual artefact used to acquire resources and impose security or risk-treatment provisions.,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.090699,very low textual similarity,False
class,https://example.org/mod-sbd#Contract,Contract,A contractual artefact used to acquire resources and impose security or risk-treatment provisions.,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,2,0.081693,very low textual similarity,False
class,https://example.org/mod-sbd#Contract,Contract,A contractual artefact used to acquire resources and impose security or risk-treatment provisions.,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,3,0.034243,very low textual similarity,False
class,https://example.org/mod-sbd#CrossLifecycleContext,Cross-Lifecycle / Through-Life Context,A lifecycle context spanning multiple CADMID stages or explicitly described as through-life.,https://example.org/ontology/sora#OSORobustnessAssignment,OSORobustnessAssignment,A reified assignment connecting an OSO and SAIL context to the required robustness level.,1,0.042599,very low textual similarity,False
class,https://example.org/mod-sbd#CrossLifecycleContext,Cross-Lifecycle / Through-Life Context,A lifecycle context spanning multiple CADMID stages or explicitly described as through-life.,https://example.org/ontology/sora#CriterionType,CriterionType,"A controlled classification for a criterion, such as Integrity, Assurance, or Applicability/Cross-reference.",2,0.042217,very low textual similarity,False
class,https://example.org/mod-sbd#CrossLifecycleContext,Cross-Lifecycle / Through-Life Context,A lifecycle context spanning multiple CADMID stages or explicitly described as through-life.,https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context.",3,0.041422,very low textual similarity,False
class,https://example.org/mod-sbd#CryptographicProtection,Cryptographic Protection,Use cryptographic mechanisms where appropriate to protect data.,https://example.org/ontology/sora#RFSpectrum,RFSpectrum,Radio-frequency spectrum use or allocation relevant to C3/C2 performance and authorisation.,1,0.042328,very low textual similarity,False
class,https://example.org/mod-sbd#CryptographicProtection,Cryptographic Protection,Use cryptographic mechanisms where appropriate to protect data.,https://example.org/ontology/sora#FlightEnvelope,FlightEnvelope,The designed or permitted flight envelope relevant to operational safety and protection functions.,2,0.037951,very low textual similarity,False
