ontology_side,entity_type,entity_iri,label,description
source_SbD,class,https://example.org/mod-sbd#TestingEvidence,Testing Evidence,"Evidence produced by security, resilience, process, plan or backup testing."
source_SbD,class,https://example.org/mod-sbd#ThirdPartyOrganisation,Third Party,"An external party handling data, providing services or introducing cyber risk outside the immediate programme organisation."
source_SbD,class,https://example.org/mod-sbd#ThreatAssessment,Threat Assessment,A documented or maintained assessment of relevant cyber threats and their implications.
source_SbD,class,https://example.org/mod-sbd#ThreatAssumption,Threat Assumption,An explicit assumption about relevant threats used as a basis for risk assessment.
source_SbD,class,https://example.org/mod-sbd#ThreatInformedSecurity,Threat-Informed Security,Base security decisions and assessments on explicit and current threat understanding.
source_SbD,class,https://example.org/mod-sbd#ThreatIntelligence,Threat Intelligence,Information about evolving threats or external incidents used to update threat assessments and security decisions.
source_SbD,class,https://example.org/mod-sbd#ThreatManagementActivity,Threat Assessment and Modelling Activity,"An activity used to assess threats, analyse adversarial perspectives or construct attack scenarios."
source_SbD,class,https://example.org/mod-sbd#ThreatModelling,Threat Modelling,"Represent plausible adversarial objectives, methods and system perspectives to understand attack possibilities."
source_SbD,class,https://example.org/mod-sbd#ThroughLifeManagementPlan,Through-Life Management Plan,A programme plan for management of capabilities and security through life.
source_SbD,class,https://example.org/mod-sbd#Tier1Supplier,Tier 1 Supplier,A first-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Tier2Supplier,Tier 2 Supplier,A second-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Tier3Supplier,Tier 3 Supplier,A third-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Traceability,Traceability,"Ability to trace security decisions, artefacts, data, actions or evidence through documented records."
source_SbD,class,https://example.org/mod-sbd#TrainPersonnel,Train Personnel,"Provide, maintain or demonstrate role-relevant security, disposal, response or recovery training."
source_SbD,class,https://example.org/mod-sbd#TransmissionPath,Transmission Path,"A path by which data is transmitted, for which alternatives may support resilience."
source_SbD,class,https://example.org/mod-sbd#UnderstandContext,Understand Context,"Establish and maintain understanding of relevant mission, organisational, operational, data or risk context."
source_SbD,class,https://example.org/mod-sbd#Update,Update,"Update a security artefact, assessment or process in response to change."
source_SbD,class,https://example.org/mod-sbd#Upgrade,Upgrade,Change or improve a capability during its through-life management.
source_SbD,class,https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed."
source_SbD,class,https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities."
source_SbD,class,https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities."
source_SbD,object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.
source_SbD,object_property,https://example.org/mod-sbd#agreedBy,agreed by,Identifies the stakeholder role or organisational body that agrees a risk appetite or cybersecurity decision.
source_SbD,object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.
source_SbD,object_property,https://example.org/mod-sbd#assesses,assesses,"Relates an assessment or review activity to the risk, vulnerability, asset, architecture, resilience concern or other domain element being assessed."
source_SbD,object_property,https://example.org/mod-sbd#augmentedBy,augmented by,Indicates that a capability's recovery capacity can be increased by an external recovery-support service.
source_SbD,object_property,https://example.org/mod-sbd#basedOn,based on,"Relates an artefact, assessment or decision to contextual information, assumptions or source material on which it is based."
source_SbD,object_property,https://example.org/mod-sbd#communicatesTo,communicates to,"Relates security information, a decision or a communication activity to the organisational recipient."
source_SbD,object_property,https://example.org/mod-sbd#considers,considers,"Indicates that an assessment, design or management activity considers a context, risk, stakeholder need, asset or other relevant factor."
source_SbD,object_property,https://example.org/mod-sbd#contributesToRisk,contributes to risk,"Indicates that a threat, vulnerability or other risk concept contributes to the determination or existence of a risk."
source_SbD,object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.
source_SbD,object_property,https://example.org/mod-sbd#definedBy,defined by,"Identifies the role or organisational body that defines a risk appetite, artefact or governance element."
source_SbD,object_property,https://example.org/mod-sbd#escalatesTo,escalates to,"Relates analysis, findings or security information to a higher governance role or body to which it is escalated."
source_SbD,object_property,https://example.org/mod-sbd#expressesSecurityPractice,expresses security practice,Links an SbD requirement to a cybersecurity principle or practice expressed by the requirement.
source_SbD,object_property,https://example.org/mod-sbd#feedsBackInto,feeds back into,"Indicates that lessons, evidence or learning from an activity feeds into programme practice, development practice or future planning."
source_SbD,object_property,https://example.org/mod-sbd#flowsDownTo,flows down to,Represents propagation of security requirements or risk appetite through suppliers or the supply chain.
source_SbD,object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.
source_SbD,object_property,https://example.org/mod-sbd#hasEvidenceExpectation,has evidence expectation,"Relates an SbD requirement to evidence, documentation, records, plans or other assurance artefacts expected by that requirement."
source_SbD,object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.
source_SbD,object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it."
source_SbD,object_property,https://example.org/mod-sbd#impacts,impacts,"Indicates an adverse or consequential effect of a risk, threat, compromise or change on a managed object, function or organisational concept."
source_SbD,object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact."
